ORISPL,SUBRGN,SRNAME,PLPRMFL,PLFUELCT,NBFACTOR,RMBMFLAG,CHPFLAG,PLHTIAN,PLHTIOZ,PLHTIANT,PLHTIOZT,PLNGENAN,PLNGENOZ,PLHTRT
6417,SRTV,SERC Tennessee Valley,WAT,HYDRO,,,,0,0,3291125.001,752715.999,346070.001,79149.999,
58515,SRTV,SERC Tennessee Valley,SUN,SOLAR,,,,0,0,26010,13545,2735,1424,
6418,SRTV,SERC Tennessee Valley,WAT,HYDRO,,,,0,0,1855488,574929.999,195108.999,60455.001,
3397,SRTV,SERC Tennessee Valley,WAT,HYDRO,,,,0,0,2640471,692547,277651.999,72823,
50570,SRTV,SERC Tennessee Valley,LFG,BIOMASS,0,Yes,,400183.001,158839.001,400183.001,158839.001,33640.999,13353,11895.69314
3398,SRTV,SERC Tennessee Valley,WAT,HYDRO,,,,0,0,6792897,2268839,714290,238574,
54901,SRTV,SERC Tennessee Valley,WAT,HYDRO,,,,0,0,1443456,447261,151782.999,47031,
3423,SRTV,SERC Tennessee Valley,WAT,HYDRO,,,,0,0,3883533,1203327,408363,126533.001,
3399,SRTV,SERC Tennessee Valley,BIT,COAL,0.272204953,,,150461351.6,74968679.05,150461351.6,74968679.05,14500956,7187374,10375.96084
3424,SRTV,SERC Tennessee Valley,WAT,HYDRO,,,,0,0,1237908,383570.001,130169.001,40332.999,
10252,RFCW,RFC West,BLQ,BIOMASS,0.585389666,Yes,Yes,1618365.98,706604.3632,1618365.98,706604.363,286977.01,128134.749,5639.357592
3400,SRTV,SERC Tennessee Valley,WAT,HYDRO,,,,0,0,3180571,1390323.001,334445.001,146196,
50481,SRTV,SERC Tennessee Valley,BIT,COAL,0.214339654,Yes,Yes,2623396.025,2623396.025,2623396.025,2623396.025,1142762,465811,2295.662635
3402,SRTV,SERC Tennessee Valley,WAT,HYDRO,,,,0,0,6916454,2208860,727282,232267.001,
3401,SRTV,SERC Tennessee Valley,WAT,HYDRO,,,,0,0,853256,264384,89722,27801,
7950,SRTV,SERC Tennessee Valley,NG,GAS,,,,,,,,,,
3403,SRTV,SERC Tennessee Valley,SUB,COAL,0.746981229,,,62652992.81,27329510.93,62652992.81,27329510.93,5912253,2569350,10597.14339
57709,SRTV,SERC Tennessee Valley,NG,GAS,,,,,,,,,,
55251,SRTV,SERC Tennessee Valley,NG,GAS,1,,,85662.554,14752.521,85662.554,14752.521,3515,13.001,24370.57013
3404,SRTV,SERC Tennessee Valley,WAT,HYDRO,,,,0,0,1547459,479487,162719,50419,
3428,SRTV,SERC Tennessee Valley,WAT,HYDRO,,,,0,0,569724,176532,59908,18563,
3405,SRTV,SERC Tennessee Valley,NG,GAS,0.980350247,,,24049905.03,15481733.3,24049905.03,15481733.3,3333751.014,2170642.999,7214.067557
3406,SRTV,SERC Tennessee Valley,SUB,COAL,1,,Yes,33975162.38,14327815.03,33975162.38,14327815.04,2137667.996,872938.996,15893.56366
3407,SRTV,SERC Tennessee Valley,BIT,COAL,0.766649543,,,58848657.18,25018262.64,58848657.18,25018262.64,5063433,2125391,11622.28417
7845,SRTV,SERC Tennessee Valley,NG,GAS,1,,,17571749.81,7552955.865,17571749.81,7552955.865,2396239.964,1067747,7333.050979
55928,SRTV,SERC Tennessee Valley,DFO,OIL,1,,,7430.004,2030.004,7430.004,2030.004,744,204,9986.564516
3408,SRTV,SERC Tennessee Valley,WAT,HYDRO,,,,0,0,1424037,441243,149741,46398,
56866,SRTV,SERC Tennessee Valley,LFG,BIOMASS,,,,,,,,,,
59809,SRTV,SERC Tennessee Valley,NG,GAS,1,,,75170,38646.001,75170,38646.001,7342.999,3775.999,10236.96176
58179,SRTV,SERC Tennessee Valley,NG,GAS,0.898554033,,Yes,293221.9791,162645.692,293221.979,162645.692,34278,19009,8554.232426
59184,SRTV,SERC Tennessee Valley,SUN,SOLAR,,,,0,0,10537,0,1108,0,
3409,SRTV,SERC Tennessee Valley,WAT,HYDRO,,,,0,0,5429155,1682244.999,570889,176891.999,
3411,SRTV,SERC Tennessee Valley,WAT,HYDRO,,,,0,0,4417280,1031092,464488,108422,
3412,SRTV,SERC Tennessee Valley,WAT,HYDRO,,,,0,0,710920,220282,74755,23163,
3413,SRTV,SERC Tennessee Valley,WAT,HYDRO,,,,0,0,402113,124596,42283,13102,
3414,SRTV,SERC Tennessee Valley,WAT,HYDRO,,,,0,0,1451682,449809,152648,47299,
3426,SRTV,SERC Tennessee Valley,WAT,HYDRO,,,,0,0,4659281.999,1443696.999,489935.001,151807.999,
10797,SRTV,SERC Tennessee Valley,NG,GAS,,,,,,,,,,
55037,SRTV,SERC Tennessee Valley,NG,GAS,0,,Yes,457161,253670,457161,253670,35996,19974,12700.32781
50296,SRTV,SERC Tennessee Valley,BLQ,BIOMASS,0.272426883,Yes,Yes,2220.399437,2220.399437,2220.399,2220.399,404269.012,171142.746,5.492380993
3415,SRTV,SERC Tennessee Valley,WAT,HYDRO,,,,0,0,11619441,3663889.002,1221813,385267.002,
7883,SRTV,SERC Tennessee Valley,DFO,OIL,1,,,2270.004,627,2270.004,627,223.003,60.995,10179.25319
6151,SRTV,SERC Tennessee Valley,WAT,HYDRO,,,,0,0,0,0,-491183,-290518,
59188,SRTV,SERC Tennessee Valley,SUN,SOLAR,,,,0,0,37023,0,3893,0,
6152,SRTV,SERC Tennessee Valley,NUC,NUCLEAR,,,,0,0,197597616,75270770,18892391,7196670,
3416,SRTV,SERC Tennessee Valley,WAT,HYDRO,,,,0,0,1096075,339624,115255,35712,
3417,SRTV,SERC Tennessee Valley,WAT,HYDRO,,,,0,0,356683,110519,37506,11621,
55036,SRTV,SERC Tennessee Valley,NG,GAS,0.099961948,,Yes,209670.5725,116342.3727,209670.573,116342.373,32413,17985,6468.718494
52048,SRTV,SERC Tennessee Valley,BIT,COAL,1,,Yes,162588.7436,78133.70366,162588.744,78133.704,28408,13781,5723.343549
58401,SRTV,SERC Tennessee Valley,SUN,SOLAR,,,,0,0,132674,69092,13951,7265,
3418,SRTV,SERC Tennessee Valley,WAT,HYDRO,,,,0,0,673765,208768,70848,21953,
3419,SRTV,SERC Tennessee Valley,BIT,COAL,,,,,,,,,,
3420,SRTV,SERC Tennessee Valley,WAT,HYDRO,,,,0,0,8006136.001,2324948.001,841864.999,244474,
7722,SRTV,SERC Tennessee Valley,NUC,NUCLEAR,,,,0,0,91932333,41233895,8777615,3942390,
57409,SRTV,SERC Tennessee Valley,LFG,BIOMASS,0,Yes,,358509,142296.999,358509,142296.999,37442.001,14861.001,9575.049154
58431,SRTV,SERC Tennessee Valley,SUN,SOLAR,,,,0,0,55101,28695,5794,3017,
3421,SRTV,SERC Tennessee Valley,WAT,HYDRO,,,,0,0,99645,30875.999,10478.001,3247,
3581,ERCT,ERCOT All,WAT,HYDRO,,,,0,0,26313,12323,2767,1296,
56225,SPSO,SPP South,WND,WIND,,,,0,0,6931,2669,729,281,
55309,SRMV,SERC Mississippi Valley,NG,GAS,0.506613178,,Yes,8086227.359,3848540.228,8086227.359,3848540.228,747816,369641,10813.1243
3602,SPSO,SPP South,NG,GAS,1,,,881724.732,468015.322,881724.732,468015.322,62354,31808,14140.62822
55465,SRMV,SERC Mississippi Valley,NG,GAS,,,,,,,,,,
58946,ERCT,ERCOT All,LFG,BIOMASS,0.106526826,Yes,,296511.999,96822,296511.999,96822,27081.999,8843.001,10948.67476
6128,ERCT,ERCOT All,WAT,HYDRO,,,,0,0,709846,332452,74642,34958,
58000,ERCT,ERCOT All,WND,WIND,,,,0,0,3378209,1543149,355227,162266,
57865,SPSO,SPP South,NG,GAS,1,,,1822588.002,883832.994,1822588.002,883832.994,200592,97273.008,9086.045316
59048,ERCT,ERCOT All,NG,GAS,,,,,,,,,,
7512,ERCT,ERCOT All,NG,GAS,0.578114363,,,11984869.03,8907623.156,11984869.03,8907623.156,2183187,1246280,5489.62092
10418,ERCT,ERCOT All,NG,GAS,0.535222056,,Yes,1495623.157,641316.9034,1495623.157,641316.903,231976.47,94488.67,6447.30544
56931,ERCT,ERCOT All,WDS,BIOMASS,1,Yes,,507405.46,264524.22,507405.46,264524.22,38478,19024,13186.89797
55526,ERCT,ERCOT All,LFG,BIOMASS,0.005327245,Yes,,792153,258667.002,792153,258667.002,71196,23248.002,11126.36946
3594,ERCT,ERCOT All,WAT,HYDRO,,,,0,0,30003,14052,3155,1478,
56524,ERCT,ERCOT All,LFG,BIOMASS,0.31387343,Yes,,391498,127838,391498,127838,34293,11198,11416.26571
57927,ERCT,ERCOT All,WND,WIND,,,,0,0,,,,,
58710,ERCT,ERCOT All,SUN,SOLAR,,,,0,0,,,,,
4939,ERCT,ERCOT All,NG,GAS,1,,,14472850.54,6471542.995,14472850.54,6471542.995,1793002,799472,8071.854097
57156,ERCT,ERCOT All,WND,WIND,,,,0,0,2711206,1107145,285090,116419,
55311,ERCT,ERCOT All,NG,GAS,0.302395659,,Yes,4826445.751,2342104.368,4826445.751,2342104.368,502305,243401,9608.595875
55168,ERCT,ERCOT All,NG,GAS,0.388662497,,,22134573.56,10598068.51,22134573.56,10598068.51,3071963,1487205,7205.351614
10298,ERCT,ERCOT All,NG,GAS,0.472804427,,Yes,7221226.553,2917444.822,7221226.553,2917444.822,1716907.999,771762.999,4205.948459
55551,ERCT,ERCOT All,LFG,BIOMASS,0.625211797,Yes,,223219,72890,223219,72890,19726,6441,11315.97891
55327,ERCT,ERCOT All,NG,GAS,0.613346246,,Yes,23346100.83,9839952.99,23346100.83,9839952.99,3461077.001,1456252,6745.328354
58048,ERCT,ERCOT All,WND,WIND,,,,0,0,889471,298377,93530,31375,
59972,ERCT,ERCOT All,WND,WIND,,,,0,0,,,,,
54458,ERCT,ERCOT All,NG,GAS,0.914193303,,,44966,21804,44966,21804,4406,2137,10205.62869
3497,ERCT,ERCOT All,SUB,COAL,0.638251118,,,76688442.01,36450364.29,76688442.01,36450364.29,7258480,3419883,10565.35831
10569,ERCT,ERCOT All,PUR,OTHF,,,Yes,,,,,,,
54979,ERCT,ERCOT All,WND,WIND,,,,0,0,817832,298538,85997,31392,
55064,SPSO,SPP South,NG,GAS,0.550073764,,Yes,11333438.58,5117034.663,11333438.58,5117034.663,1526514,675210,7424.392163
58372,ERCT,ERCOT All,WND,WIND,,,,0,0,4645322,1670555,488467,175663,
57197,ERCT,ERCOT All,SUN,SOLAR,,,,0,0,220072,126738,23141,13327,
55552,ERCT,ERCOT All,LFG,BIOMASS,1,Yes,,47821,15616,47821,15616,4227,1380,11313.22451
57974,ERCT,ERCOT All,WND,WIND,,,,0,0,4482083,1631317,471302,171537,
50067,SPSO,SPP South,BFG,OFSL,0.972233486,,Yes,401307.1659,171930.5829,401307.166,171930.583,71172.78,32900.46,5638.492214
55172,ERCT,ERCOT All,NG,GAS,0.450742316,,,26522086.09,11920740.47,26522086.09,11920740.47,3743590.999,1669500,7084.664457
50404,ERCT,ERCOT All,WH,OTHF,1,,Yes,0,0,146493,54308,15404,5711,
7131,SPSO,SPP South,NG,GAS,1,,Yes,20880,10125,20880,10125,1889,916,11053.46744
55357,ERCT,ERCOT All,NG,GAS,0.905658157,,,17916571.95,8366425.721,17916571.95,8366425.721,2417799,1120783,7410.281811
56111,ERCT,ERCOT All,WND,WIND,,,,0,0,4742114,1833747,498645,192823,
55053,ERCT,ERCOT All,NG,GAS,0,,,841781.005,408206.006,841781.005,408206.006,82546.997,40030.003,10197.59695
59734,ERCT,ERCOT All,WND,WIND,,,,0,0,,,,,
3561,ERCT,ERCOT All,NG,GAS,1,,,2170,0,2170,0,121,0,17933.8843
58488,ERCT,ERCOT All,SUN,SOLAR,,,,0,0,248868,143323,26169,15071,
3595,ERCT,ERCOT All,WAT,HYDRO,,,,0,0,68939.001,32286.999,7248.999,3395.001,
56484,ERCT,ERCOT All,WND,WIND,,,,0,0,6706586,2477003,705214,260463,
56638,ERCT,ERCOT All,WND,WIND,,,,0,0,4870747,1819492,512171,191324,
56240,ERCT,ERCOT All,WND,WIND,,,,0,0,3662137,1337039,385083,140593,
56956,ERCT,ERCOT All,WND,WIND,,,,0,0,4200662,1442514,441710,151684,
3574,ERCT,ERCOT All,NG,GAS,,,,,,,,,,
52176,ERCT,ERCOT All,NG,GAS,1,,Yes,1638320.112,974630.7622,1638320.112,974630.762,219585,130953,7460.983727
56270,ERCT,ERCOT All,WND,WIND,,,,0,0,3847546,1417570,404579,149061,
7762,ERCT,ERCOT All,NG,GAS,0.860396597,,,11471137.47,6318467.558,11471137.47,6318467.558,1370397,872221,
59118,ERCT,ERCOT All,WND,WIND,,,,0,0,,,,,
791,ERCT,ERCOT All,WAT,HYDRO,,,,0,0,,,,,
56763,ERCT,ERCOT All,WND,WIND,,,,0,0,19653214,7407595.001,2066583.999,778927,
50127,ERCT,ERCOT All,NG,GAS,1,,Yes,43629.864,41111.746,43629.864,41111.746,3687.001,2998,11833.42885
3460,ERCT,ERCOT All,NG,GAS,1,,,14142185.1,11867668.34,14142185.1,11867668.34,1313920,1108666,10763.35325
56806,ERCT,ERCOT All,NG,GAS,0.960950235,,,7867265.482,5219230.498,7867265.482,5219230.498,1048105,693859,7506.180661
57260,ERCT,ERCOT All,WND,WIND,,,,0,0,4944144,2304073,519889,242279,
7678,SPSO,SPP South,,,,,,,,,,,,
10184,ERCT,ERCOT All,NG,GAS,1,,Yes,156193.7455,75406.83536,156193.746,75406.835,20880,10080.147,7480.543368
58151,ERCT,ERCOT All,NG,GAS,0.500345314,,Yes,2182889.709,912309.7136,2182889.709,912309.714,219347.07,90461.23,9951.761422
56708,ERCT,ERCOT All,NG,GAS,0.862342269,,,9893798.386,5298590.425,9893798.386,5298590.425,767414,411740,12892.38714
56592,ERCT,ERCOT All,WND,WIND,,,,0,0,3865681,1396286,406486,146823,
59243,ERCT,ERCOT All,WND,WIND,,,,0,0,,,,,
55299,ERCT,ERCOT All,PRG,OTHF,0.705706208,,Yes,15881873.76,7023866.921,15881873.76,7023866.921,3047438.99,1195932.007,5211.547733
55187,ERCT,ERCOT All,NG,GAS,0.088497647,,Yes,31307561.7,13183124.26,31307561.7,13183124.26,6008305,2532443,5210.714452
59193,ERCT,ERCOT All,WND,WIND,,,,0,0,,,,,
10154,ERCT,ERCOT All,NG,GAS,0.211377473,,Yes,1288671.624,624917.7595,1288671.624,624917.76,241777,117245,5330.000884
58162,SPSO,SPP South,WND,WIND,,,,0,0,1376725,507825,144766,53399,
10741,ERCT,ERCOT All,NG,GAS,1,,Yes,2237833.148,1314209.947,2237833.148,1314209.947,411664.999,237321.999,5436.053961
59615,ERCT,ERCOT All,NG,GAS,,,,,,,,,,
55554,ERCT,ERCOT All,LFG,BIOMASS,0.358704897,Yes,,388974,127014,388974,127014,34834,11375,11166.50399
59068,ERCT,ERCOT All,WND,WIND,,,,0,0,,,,,
6178,ERCT,ERCOT All,SUB,COAL,0,,,50089741.54,22210834.22,50089741.54,22210834.22,5172880,2289355,9683.143924
56350,ERCT,ERCOT All,NG,GAS,0.811144066,,,13186614.33,7439197.481,13186614.33,7439197.481,1592158,913490,8282.227221
6145,ERCT,ERCOT All,NUC,NUCLEAR,,,,0,0,194913651,92872367,18635776,8879566,
55555,SRMV,SERC Mississippi Valley,LFG,BIOMASS,,,,,,,,,,
9,AZNM,WECC Southwest,NG,GAS,1,,,644028.685,388308.745,644028.685,388308.745,39856,19327,16158.88913
50475,ERCT,ERCOT All,NG,GAS,0.887714853,,Yes,698472.9867,338711.7413,698472.987,338711.741,96029,46568,7273.563056
55206,ERCT,ERCOT All,NG,GAS,0.689390033,,Yes,22140316.63,9796318.133,22140316.63,9796318.133,2008063,898529,11025.70817
50026,ERCT,ERCOT All,NG,GAS,0.289529292,,Yes,1669458.008,809573.2087,1669458.008,809573.209,257853,125041,6474.456407
55358,SRMV,SERC Mississippi Valley,NG,GAS,0.672252518,,,38007730.7,17551783.23,38007730.7,17551783.23,4981245,2286766,7630.166896
56864,ERCT,ERCOT All,LFG,BIOMASS,0.076396856,Yes,,817917,267079.002,817917,267079.002,63421.998,20710.002,12896.42436
58910,ERCT,ERCOT All,NG,GAS,,,,,,,,,,
3548,ERCT,ERCOT All,NG,GAS,1,,,4319131.554,2241012.51,4319131.554,2241012.51,367867,193003,11741.01388
8063,ERCT,ERCOT All,NG,GAS,1,,,415790.4,72253,415790.4,72253,30532,5299,13618.1842
55464,ERCT,ERCOT All,NG,GAS,0.332725023,,Yes,33566016.12,14675432.19,33566016.12,14675432.19,6184816,2819201,5427.164869
50471,ERCT,ERCOT All,NG,GAS,,,,,,,,,,
55399,ERCT,ERCOT All,WND,WIND,,,,0,0,0,0,,,
6416,ERCT,ERCOT All,WAT,HYDRO,,,,0,0,102242,47885,10751,5035,
57071,ERCT,ERCOT All,LFG,BIOMASS,0,Yes,,136694,44636,136694,44636,13155,4296,10391.03003
55992,ERCT,ERCOT All,WND,WIND,,,,0,0,4789132,2128909,503589,223860,
57517,SPSO,SPP South,WND,WIND,,,,0,0,478512,184251,50317,19375,
50569,ERCT,ERCOT All,LFG,BIOMASS,0.08558882,Yes,,1112788,363365,1112788,363365,81321,26554,13683.89469
56373,ERCT,ERCOT All,NG,GAS,,,,,,,,,,
52120,ERCT,ERCOT All,NG,GAS,0.973354837,,Yes,9616460.803,6093105.642,9616460.803,6093105.642,2608375.959,1185588.68,3686.761784
3582,ERCT,ERCOT All,WAT,HYDRO,,,,0,0,29908,14007,3145,1473,
3436,ERCT,ERCOT All,NG,GAS,,,,,,,,,,
3489,ERCT,ERCOT All,NG,GAS,,,,,,,,,,
3437,ERCT,ERCOT All,WAT,HYDRO,,,,0,0,317492.001,148695,33384.999,15636,
59971,ERCT,ERCOT All,WND,WIND,,,,0,0,,,,,
55176,SPSO,SPP South,NG,GAS,0.537352658,,Yes,12284740.73,5524884.653,12284740.73,5524884.653,1956704.53,896697.1,6278.280926
56920,ERCT,ERCOT All,WND,WIND,,,,0,0,4994119,1870731,525144,196712,
56921,ERCT,ERCOT All,WND,WIND,,,,0,0,3930073,1463779,413257,153920,
56979,ERCT,ERCOT All,WND,WIND,,,,0,0,6562719,2464441,690086,259142,
56983,ERCT,ERCOT All,WND,WIND,,,,0,0,5437504,2356007,571767,247740,
57212,ERCT,ERCOT All,WND,WIND,,,,0,0,6202830,2638406,652243,277435,
58471,ERCT,ERCOT All,NG,GAS,,,,,,,,,,
56233,ERCT,ERCOT All,NG,GAS,0.233315086,,Yes,6776783.694,2869604.673,6776783.694,2869604.673,889803,372435,7616.049501
56783,ERCT,ERCOT All,WND,WIND,,,,0,0,3471226,1187314,365008,124849,
58835,SPSO,SPP South,NG,GAS,,,,,,,,,,
10072,SPSO,SPP South,PRG,OTHF,0.402254566,,Yes,1727296.23,744998.43,1727296.23,744998.43,97875,41981,17647.98192
10187,SRMV,SERC Mississippi Valley,PRG,OTHF,0.899828767,,,551640.82,285273.9,551640.82,285273.9,22785,10464,24210.7009
55223,ERCT,ERCOT All,NG,GAS,0.517489695,,,12364610.28,6750907.855,12364610.28,6750907.855,1792415,988270,6898.296591
10261,ERCT,ERCOT All,NG,GAS,0.089522288,,Yes,902409.2487,437606.8759,902409.249,437606.876,168013.001,81475.001,5371.067973
56557,SPSO,SPP South,WND,WIND,,,,0,0,294525,113407,30970,11925,
56836,SPSO,SPP South,WND,WIND,,,,0,0,272566,104951,28661,11036,
56835,SPSO,SPP South,WND,WIND,,,,0,0,275514,106087,28971,11155,
56558,SPSO,SPP South,WND,WIND,,,,0,0,320888,123558,33742,12992,
56559,SPSO,SPP South,WND,WIND,,,,0,0,256733,98855,26996,10395,
56560,SPSO,SPP South,WND,WIND,,,,0,0,2404841,1000576,252875,105213,
56561,SPSO,SPP South,WND,WIND,,,,0,0,287534,110715,30235,11642,
56562,SPSO,SPP South,WND,WIND,,,,0,0,300116,115559,31558,12151,
56839,SPSO,SPP South,WND,WIND,,,,0,0,292251,112531,30731,11833,
56838,SPSO,SPP South,WND,WIND,,,,0,0,290131,111716,30508,11747,
56837,SPSO,SPP South,WND,WIND,,,,0,0,275753,106179,28996,11165,
55365,ERCT,ERCOT All,NG,GAS,1,,,1077846.2,492681.6,1077846.2,492681.6,84621,44698,12737.33707
10436,ERCT,ERCOT All,NG,GAS,0.448248304,,Yes,13160595.87,6381990.109,13160595.87,6381990.109,1077870.002,522693.002,12209.81737
10692,ERCT,ERCOT All,NG,GAS,0,,Yes,15163396.14,6418013.982,15163396.14,6418013.982,2698503.001,1120124.001,5619.188171
50625,SRMV,SERC Mississippi Valley,NG,GAS,0.25804229,,Yes,19431766.85,6879368.506,19431766.85,6879368.506,3943777,1360369.999,4927.197165
54962,ERCT,ERCOT All,NG,GAS,,,,,,,,,,
6410,ERCT,ERCOT All,WAT,HYDRO,,,,0,0,359076.999,168171.999,37758,17684.001,
57165,ERCT,ERCOT All,LFG,BIOMASS,0,Yes,,278659,90993,278659,90993,24581,8027,11336.35735
58931,ERCT,ERCOT All,NG,GAS,,,,,,,,,,
58930,ERCT,ERCOT All,NG,GAS,,,,,,,,,,
59244,SPSO,SPP South,WND,WIND,,,,0,0,,,,,
59245,ERCT,ERCOT All,WND,WIND,,,,0,0,,,,,
56394,ERCT,ERCOT All,WND,WIND,,,,0,0,4050527,1543758,425923,162330,
10554,ERCT,ERCOT All,NG,GAS,0.33000985,,Yes,16798690.08,10284150.44,16798690.08,10284150.44,3635528.998,1499987.635,4620.700341
55480,ERCT,ERCOT All,NG,GAS,0.450944945,,,63600072.09,30610360.09,63600072.09,30610360.09,8583702,4137332,7409.398892
57878,ERCT,ERCOT All,LFG,BIOMASS,0.958285769,Yes,,35944,12068,35944,12068,3154,1059,11396.32213
56152,ERCT,ERCOT All,NG,GAS,0.593600954,,Yes,9730137.05,6076578.73,9730137.05,6076578.73,1710734.69,691740.95,5687.694946
59145,ERCT,ERCOT All,NG,GAS,,,,,,,,,,
55226,ERCT,ERCOT All,NG,GAS,0.582728399,,,29803717.69,13409068.24,29803717.69,13409068.24,4087206,1841225,7291.953889
55098,ERCT,ERCOT All,NG,GAS,0.369979902,,,19503178.11,9989799.223,19503178.11,9989799.223,2678531,1387738,7281.296392
6136,ERCT,ERCOT All,SUB,COAL,0.1645476,,,29056595.46,15088311.17,29056595.46,15088311.17,2785913,1473505,10429.82873
56754,ERCT,ERCOT All,WND,WIND,,,,0,0,4046362,1494763,425485,157178,
57866,SPSO,SPP South,WND,WIND,,,,0,0,2808084,1171641,295277,123201,
58321,ERCT,ERCOT All,WND,WIND,,,,0,0,5098710,1813519,536142,190696,
7394,ERCT,ERCOT All,WAT,HYDRO,,,,0,0,,,,,
59246,ERCT,ERCOT All,WND,WIND,,,,0,0,,,,,
54321,SRMV,SERC Mississippi Valley,NG,GAS,0.061617101,,Yes,1350749.017,566491.5373,1350749.017,566491.537,232608.09,103308.95,5806.973513
3490,ERCT,ERCOT All,NG,GAS,1,,,2362491.839,1332976.168,2362491.839,1332976.168,197743,113224,11947.2843
59067,ERCT,ERCOT All,WND,WIND,,,,0,0,,,,,
58596,ERCT,ERCOT All,WND,WIND,,,,0,0,,,,,
3597,ERCT,ERCOT All,WAT,HYDRO,,,,0,0,91771,42980,9650,4520,
59732,ERCT,ERCOT All,WND,WIND,,,,0,0,,,,,
59733,ERCT,ERCOT All,WND,WIND,,,,0,0,,,,,
3464,ERCT,ERCOT All,NG,GAS,1,,,1329093.771,721503.064,1329093.771,721503.064,80024.002,43603,16608.68912
55086,ERCT,ERCOT All,NG,GAS,0.269378647,,Yes,12388899,5386845.223,12388899,5386845.223,2415807,1079500,5128.265212
55588,ERCT,ERCOT All,LFG,BIOMASS,0.467275495,Yes,,212016,69231,212016,69231,18208,5946,11644.11248
55153,ERCT,ERCOT All,NG,GAS,0.555040238,,,33805912.17,16455271.25,33805912.17,16455271.25,4451509,2185174,7594.258975
56776,ERCT,ERCOT All,WND,WIND,,,,0,0,,,,,
3583,ERCT,ERCOT All,WAT,HYDRO,,,,0,0,19629,9193,2064,967,
3584,ERCT,ERCOT All,WAT,HYDRO,,,,0,0,21777,10199,2290,1073,
7902,SPSO,SPP South,LIG,COAL,0,,,50910711.39,23399174.48,50910711.39,23399174.48,5084652,2314055,10012.62454
56823,ERCT,ERCOT All,WND,WIND,,,,0,0,4892466,1814365,514455,190785,
50118,ERCT,ERCOT All,NG,GAS,0.971062816,,Yes,1618437.689,934821.8206,1618437.689,934821.821,324648,155564.999,4985.207638
59247,SPSO,SPP South,WND,WIND,,,,0,0,,,,,
3491,ERCT,ERCOT All,NG,GAS,1,,,3506094.74,2226598.63,3506094.74,2226598.63,274967,180474,12750.96553
58424,ERCT,ERCOT All,WND,WIND,,,,0,0,240604,92644,25300,9742,
56604,SRMV,SERC Mississippi Valley,NG,GAS,1,,,1887071.444,1200322.998,1887071.444,1200322.998,152562,73982,12369.21018
6193,SPSO,SPP South,SUB,COAL,0.323849463,,,63589422.3,31038663.16,63589422.3,31038663.16,5730315,2811394,11097.02037
55664,SPSO,SPP South,NG,GAS,1,,,6784321.985,3445270.377,6784321.985,3445270.377,930362,471537,7292.131434
55144,ERCT,ERCOT All,NG,GAS,0.871807924,,,17910622.6,11245207.87,17910622.6,11245207.87,2399094,1517737,7465.577673
59378,ERCT,ERCOT All,NG,GAS,0.732425401,,Yes,153320.9798,74349.98025,153320.98,74349.98,13581,6586,11289.37337
57617,ERCT,ERCOT All,WND,WIND,,,,0,0,,,,,
56834,SPSO,SPP South,WND,WIND,,,,0,0,275665,106145,28987,11161,
3549,ERCT,ERCOT All,NG,GAS,,,,,,,,,,
55536,AZNM,WECC Southwest,DFO,OIL,1,,,610,0,610,0,53,0,11509.43396
56291,ERCT,ERCOT All,WND,WIND,,,,0,0,21959539,8122860.999,2309099.999,854139,
59806,ERCT,ERCOT All,SUN,SOLAR,,,,0,0,,,,,
50043,ERCT,ERCOT All,NG,GAS,0.405930616,,Yes,13381346.7,8119910.707,13381346.7,8119910.707,1855695,813873.999,7210.96231
52065,ERCT,ERCOT All,OTH,OTHF,0.984322679,,Yes,85079.10815,31541.09249,85079.108,31541.092,13758,5100.413,6183.973553
55578,AZNM,WECC Southwest,WND,WIND,,,,0,0,496,191,52,20,
58013,ERCT,ERCOT All,SUN,SOLAR,,,,0,0,21531,12400,2264,1304,
56984,ERCT,ERCOT All,WND,WIND,,,,0,0,5636455,2042292,592687,214752,
55313,ERCT,ERCOT All,NG,GAS,0.210272721,,Yes,17194946.15,10599448.75,17194946.15,10599448.75,3051751,1332610,5634.452534
3598,ERCT,ERCOT All,WAT,HYDRO,,,,0,0,44525,20853,4682,2193,
10425,SRMV,SERC Mississippi Valley,BLQ,BIOMASS,0.352985199,Yes,Yes,1632254.2,707457.2985,1632254.2,707457.299,247330.07,104416.3,6599.497587
54097,SPSO,SPP South,BLQ,BIOMASS,0.155508723,Yes,Yes,2584084.042,1091785.095,2584084.042,1091785.095,402392,164495,6421.807696
7097,ERCT,ERCOT All,SUB,COAL,0.110765641,,,96862936.63,43871265.78,96862936.63,43871265.78,9278878,4120606,10439.07859
3438,ERCT,ERCOT All,NG,GAS,,,,,,,,,,
3604,SPSO,SPP South,NG,GAS,1,,,1194967.891,478492.872,1194967.891,478492.872,162406,82444,7357.904825
6181,ERCT,ERCOT All,SUB,COAL,0.17128085,,,63395867.93,32010423.68,63395867.93,32010423.68,5692421,2805938,11136.89025
55230,ERCT,ERCOT All,NG,GAS,0.405708506,,,44353406.53,23035216.7,44353406.53,23035216.7,6240763,3208518,7107.048694
55052,ERCT,ERCOT All,NG,GAS,0.175925926,,,109710,53203,109710,53203,10950,5310,10019.17808
54637,SRMV,SERC Mississippi Valley,NG,GAS,0.037348384,,Yes,3358948.066,1628860.786,3358948.066,1628860.786,525863,255008,6387.496489
