,NAICS,Description,Utilization Rate,UR_Standard Error,Weekly_op_hours,Hours_Standard Error,Q,Year
279,3332,Industrial machinery mfg.,61.310372539,7.5430183414,50.276695000000004,3.3405848595,q4,2010
280,3333,Commercial and service industry machinery mfg.,68.087820649,4.7674119501,60.732147,10.330145431,q4,2010
281,3334,"Ventilation, heating, air-conditioning, and commercial refrigeration equipment mfg.",60.081763979,2.879919569,61.601000000000006,6.6486652556,q4,2010
282,3335,Metalworking machinery mfg.,62.729567111,3.7916622899,61.371390000000005,3.9556374436,q4,2010
283,3336,"Engine, turbine, and power transmission equipment mfg.",66.096862189,1.6598431267,87.13804,13.369297488,q4,2010
284,3339,Other general purpose machinery mfg.,67.969270153,2.3708346687,55.755157,5.2061954028,q4,2010
285,3341,Computer and peripheral equipment mfg.,80.515987848,3.7491692796,62.588173,17.287736484,q4,2010
286,3342,Communications equipment mfg.,70.589799193,3.3720750089,64.29503000000001,6.8383710388,q4,2010
287,334411,Electron tube mfg.,67.710708177,3.5053882067,47.24028,4.2108600461,q4,2010
288,334413,Semiconductor and related device mfg.,85.124570042,3.836422289,54.953334999999996,7.0809644758,q4,2010
289,3345,"Navigational, measuring, electromedical, and control instruments mfg.",70.555176004,2.9434084345,45.062675,2.6768842359,q4,2010
290,3351,Electric lighting equipment mfg.,48.80784119,2.922519182,37.23468,5.0226787037,q4,2010
291,3352,Household appliance mfg.,58.907830744,5.4481472074,76.87791999999999,17.356577455,q4,2010
292,336111,Automobile mfg.,56.581869771,2.8487751787,82.84246999999999,3.5140710538,q4,2010
293,336112,Light truck and utility vehicle mfg.,78.330577912,7.9214170649,83.26430500000001,8.9208239033,q4,2010
294,33612,Heavy duty truck mfg.,36.263532011,3.6240560085,70.772064,7.63170355,q4,2010
295,3362,Motor vehicle body and trailer mfg.,52.444336538,2.9802256564,46.83146,3.2473586338,q4,2010
296,3363,Motor vehicle parts mfg.,59.811148389,5.7165902162,70.99324,7.0800522776,q4,2010
297,3364,Aerospace product and parts mfg.,76.500647588,0.7881730449,66.68526,11.116368855,q4,2010
298,3371,Household and institutional furniture and kitchen cabinet mfg.,54.149875413,2.8436056722,39.92126,0.980754193,q4,2010
299,3372,Office furniture (incl. fixtures) mfg.,60.939684733,3.2511981266,46.525948,4.8539341956,q4,2010
300,3379,Other furniture related product mfg.,61.282159924,8.2646834513,43.124103999999996,9.146813043,q4,2010
301,3391,Medical equipment and supplies mfg.,72.480498638,2.4701546118,49.148354,2.9995158107,q4,2010
302,33999,All other miscellaneous mfg.,79.817851475,10.035230334,54.3735,7.2882842411,q4,2010
303,51112,Periodical publishers,93.492161113,4.2679846366,42.320586999999996,1.6298713664,q4,2010
304,3111,"Animal food, bakery and tortilla mfg, seafood product preparation and packaging",69.767235463,3.1205807117,69.46249399999999,6.6584622497,q1,2010
305,3111,"Animal food, bakery and tortilla mfg, seafood product preparation and packaging",74.359312672,5.6029271616,85.16768,6.3393465902,q2,2010
306,3111,"Animal food, bakery and tortilla mfg, seafood product preparation and packaging",68.170576668,3.7494849893,84.84281,6.3497889733,q3,2010
307,3111,"Animal food, bakery and tortilla mfg, seafood product preparation and packaging",70.0036301,3.1639085611,85.6172,6.1215262433,q4,2010
308,3117,"Animal food, bakery and tortilla mfg, seafood product preparation and packaging",69.767235463,3.1205807117,69.46249399999999,6.6584622497,q1,2010
309,3117,"Animal food, bakery and tortilla mfg, seafood product preparation and packaging",74.359312672,5.6029271616,85.16768,6.3393465902,q2,2010
310,3117,"Animal food, bakery and tortilla mfg, seafood product preparation and packaging",68.170576668,3.7494849893,84.84281,6.3497889733,q3,2010
311,3117,"Animal food, bakery and tortilla mfg, seafood product preparation and packaging",70.0036301,3.1639085611,85.6172,6.1215262433,q4,2010
312,3118,"Animal food, bakery and tortilla mfg, seafood product preparation and packaging",69.767235463,3.1205807117,69.46249399999999,6.6584622497,q1,2010
313,3118,"Animal food, bakery and tortilla mfg, seafood product preparation and packaging",74.359312672,5.6029271616,85.16768,6.3393465902,q2,2010
314,3118,"Animal food, bakery and tortilla mfg, seafood product preparation and packaging",68.170576668,3.7494849893,84.84281,6.3497889733,q3,2010
315,3118,"Animal food, bakery and tortilla mfg, seafood product preparation and packaging",70.0036301,3.1639085611,85.6172,6.1215262433,q4,2010
316,3112,"Grain and oilseed milling, dairy, and animal slaughtering and processing",80.808084618,5.3809514915,80.215546,9.7774763927,q1,2010
317,3112,"Grain and oilseed milling, dairy, and animal slaughtering and processing",83.930570988,1.8644499745,86.69488,8.4883346975,q2,2010
318,3112,"Grain and oilseed milling, dairy, and animal slaughtering and processing",83.906553257,1.8960531631,85.09135,7.9695794248,q3,2010
319,3112,"Grain and oilseed milling, dairy, and animal slaughtering and processing",85.208756793,2.9956336423,86.686554,8.0492542762,q4,2010
320,3115,"Grain and oilseed milling, dairy, and animal slaughtering and processing",80.808084618,5.3809514915,80.215546,9.7774763927,q1,2010
321,3115,"Grain and oilseed milling, dairy, and animal slaughtering and processing",83.930570988,1.8644499745,86.69488,8.4883346975,q2,2010
322,3115,"Grain and oilseed milling, dairy, and animal slaughtering and processing",83.906553257,1.8960531631,85.09135,7.9695794248,q3,2010
323,3115,"Grain and oilseed milling, dairy, and animal slaughtering and processing",85.208756793,2.9956336423,86.686554,8.0492542762,q4,2010
324,3116,"Grain and oilseed milling, dairy, and animal slaughtering and processing",80.808084618,5.3809514915,80.215546,9.7774763927,q1,2010
325,3116,"Grain and oilseed milling, dairy, and animal slaughtering and processing",83.930570988,1.8644499745,86.69488,8.4883346975,q2,2010
326,3116,"Grain and oilseed milling, dairy, and animal slaughtering and processing",83.906553257,1.8960531631,85.09135,7.9695794248,q3,2010
327,3116,"Grain and oilseed milling, dairy, and animal slaughtering and processing",85.208756793,2.9956336423,86.686554,8.0492542762,q4,2010
328,3113,"Sugar and confectionary product, fruit and vegetable preserving and specialty food mfg.",58.68202609,7.3286521723,82.50301999999999,11.122470198,q1,2010
329,3113,"Sugar and confectionary product, fruit and vegetable preserving and specialty food mfg.",60.199528104,4.0650713586,66.94957,8.7430527904,q2,2010
330,3113,"Sugar and confectionary product, fruit and vegetable preserving and specialty food mfg.",66.906991247,2.9342419889,73.46297,9.5520552765,q3,2010
331,3113,"Sugar and confectionary product, fruit and vegetable preserving and specialty food mfg.",63.339773257,3.2011461064,70.56918,8.6856992242,q4,2010
332,3114,"Sugar and confectionary product, fruit and vegetable preserving and specialty food mfg.",58.68202609,7.3286521723,82.50301999999999,11.122470198,q1,2010
333,3114,"Sugar and confectionary product, fruit and vegetable preserving and specialty food mfg.",60.199528104,4.0650713586,66.94957,8.7430527904,q2,2010
334,3114,"Sugar and confectionary product, fruit and vegetable preserving and specialty food mfg.",66.906991247,2.9342419889,73.46297,9.5520552765,q3,2010
335,3114,"Sugar and confectionary product, fruit and vegetable preserving and specialty food mfg.",63.339773257,3.2011461064,70.56918,8.6856992242,q4,2010
336,31193,Other food mfg.,66.586050432,1.0227982802,88.49686,8.5094008846,q1,2010
337,31193,Other food mfg.,64.395776314,1.6810609049,59.416664000000004,5.6934546927,q2,2010
338,31193,Other food mfg.,64.54582815,1.8388208568,60.916985,6.9622724145,q3,2010
339,31193,Other food mfg.,62.832042649,1.5895108221,57.504013,5.8172217723,q4,2010
340,31194,Other food mfg.,66.586050432,1.0227982802,88.49686,8.5094008846,q1,2010
341,31194,Other food mfg.,64.395776314,1.6810609049,59.416664000000004,5.6934546927,q2,2010
342,31194,Other food mfg.,64.54582815,1.8388208568,60.916985,6.9622724145,q3,2010
343,31194,Other food mfg.,62.832042649,1.5895108221,57.504013,5.8172217723,q4,2010
344,31199,Other food mfg.,66.586050432,1.0227982802,88.49686,8.5094008846,q1,2010
345,31199,Other food mfg.,64.395776314,1.6810609049,59.416664000000004,5.6934546927,q2,2010
346,31199,Other food mfg.,64.54582815,1.8388208568,60.916985,6.9622724145,q3,2010
347,31199,Other food mfg.,62.832042649,1.5895108221,57.504013,5.8172217723,q4,2010
348,32412,"Paving, roofing, and all other petroleum and coal products mfg.",43.635103827,7.2649101375,59.36501,8.6784986499,q1,2010
349,32412,"Paving, roofing, and all other petroleum and coal products mfg.",61.828616166,3.8324842106,67.51866,9.327856019,q2,2010
350,32412,"Paving, roofing, and all other petroleum and coal products mfg.",58.22572124,4.0986309197,66.13699,6.9499317038,q3,2010
351,32412,"Paving, roofing, and all other petroleum and coal products mfg.",45.724567734,5.3553308954,56.471534999999996,7.8893205649,q4,2010
352,32419,"Paving, roofing, and all other petroleum and coal products mfg.",43.635103827,7.2649101375,59.36501,8.6784986499,q1,2010
353,32419,"Paving, roofing, and all other petroleum and coal products mfg.",61.828616166,3.8324842106,67.51866,9.327856019,q2,2010
354,32419,"Paving, roofing, and all other petroleum and coal products mfg.",58.22572124,4.0986309197,66.13699,6.9499317038,q3,2010
355,32419,"Paving, roofing, and all other petroleum and coal products mfg.",45.724567734,5.3553308954,56.471534999999996,7.8893205649,q4,2010
356,325191,"Gum, wood chemical, cyclic crude and intermediate, and all other basic organic chemical mfg.",74.932359444,4.4435763135,127.27083,29.214161859,q1,2010
357,325191,"Gum, wood chemical, cyclic crude and intermediate, and all other basic organic chemical mfg.",81.55675559,1.588842631,151.53047,9.4455098649,q2,2010
358,325191,"Gum, wood chemical, cyclic crude and intermediate, and all other basic organic chemical mfg.",80.297634733,1.6497469525,129.96533,21.329412075,q3,2010
359,325191,"Gum, wood chemical, cyclic crude and intermediate, and all other basic organic chemical mfg.",77.484238409,1.3775506041,113.42518000000001,19.363111262,q4,2010
360,325192,"Gum, wood chemical, cyclic crude and intermediate, and all other basic organic chemical mfg.",74.932359444,4.4435763135,127.27083,29.214161859,q1,2010
361,325192,"Gum, wood chemical, cyclic crude and intermediate, and all other basic organic chemical mfg.",81.55675559,1.588842631,151.53047,9.4455098649,q2,2010
362,325192,"Gum, wood chemical, cyclic crude and intermediate, and all other basic organic chemical mfg.",80.297634733,1.6497469525,129.96533,21.329412075,q3,2010
363,325192,"Gum, wood chemical, cyclic crude and intermediate, and all other basic organic chemical mfg.",77.484238409,1.3775506041,113.42518000000001,19.363111262,q4,2010
364,325199,"Gum, wood chemical, cyclic crude and intermediate, and all other basic organic chemical mfg.",74.932359444,4.4435763135,127.27083,29.214161859,q1,2010
365,325199,"Gum, wood chemical, cyclic crude and intermediate, and all other basic organic chemical mfg.",81.55675559,1.588842631,151.53047,9.4455098649,q2,2010
366,325199,"Gum, wood chemical, cyclic crude and intermediate, and all other basic organic chemical mfg.",80.297634733,1.6497469525,129.96533,21.329412075,q3,2010
367,325199,"Gum, wood chemical, cyclic crude and intermediate, and all other basic organic chemical mfg.",77.484238409,1.3775506041,113.42518000000001,19.363111262,q4,2010
368,32512,"Industrial gas, synthetic organic dye and pigment, and other basic inorganic chemical mfg.",74.579255031,1.4740911438,101.30195,11.695551667,q1,2010
369,32512,"Industrial gas, synthetic organic dye and pigment, and other basic inorganic chemical mfg.",71.370650862,4.7957914159,134.51591000000002,18.619422343,q2,2010
370,32512,"Industrial gas, synthetic organic dye and pigment, and other basic inorganic chemical mfg.",72.756468864,2.4880177486,130.75404,18.164353465,q3,2010
371,32512,"Industrial gas, synthetic organic dye and pigment, and other basic inorganic chemical mfg.",72.586189384,3.2344961756,130.72386,18.856340875,q4,2010
372,32513,"Industrial gas, synthetic organic dye and pigment, and other basic inorganic chemical mfg.",74.579255031,1.4740911438,101.30195,11.695551667,q1,2010
373,32513,"Industrial gas, synthetic organic dye and pigment, and other basic inorganic chemical mfg.",71.370650862,4.7957914159,134.51591000000002,18.619422343,q2,2010
374,32513,"Industrial gas, synthetic organic dye and pigment, and other basic inorganic chemical mfg.",72.756468864,2.4880177486,130.75404,18.164353465,q3,2010
375,32513,"Industrial gas, synthetic organic dye and pigment, and other basic inorganic chemical mfg.",72.586189384,3.2344961756,130.72386,18.856340875,q4,2010
376,32518,"Industrial gas, synthetic organic dye and pigment, and other basic inorganic chemical mfg.",74.579255031,1.4740911438,101.30195,11.695551667,q1,2010
377,32518,"Industrial gas, synthetic organic dye and pigment, and other basic inorganic chemical mfg.",71.370650862,4.7957914159,134.51591000000002,18.619422343,q2,2010
378,32518,"Industrial gas, synthetic organic dye and pigment, and other basic inorganic chemical mfg.",72.756468864,2.4880177486,130.75404,18.164353465,q3,2010
379,32518,"Industrial gas, synthetic organic dye and pigment, and other basic inorganic chemical mfg.",72.586189384,3.2344961756,130.72386,18.856340875,q4,2010
380,32622,All other rubber product (excluding tires) mfg.,60.680738786,3.9660860758,69.27754,7.8534373243,q1,2010
381,32622,All other rubber product (excluding tires) mfg.,67.143738135,3.7747495071,72.22935,9.1741513482,q2,2010
382,32622,All other rubber product (excluding tires) mfg.,65.575448789,4.0161509397,68.30559000000001,7.6500854215,q3,2010
383,32622,All other rubber product (excluding tires) mfg.,66.661978728,4.1006170751,68.88954,7.5256654844,q4,2010
384,32629,All other rubber product (excluding tires) mfg.,60.680738786,3.9660860758,69.27754,7.8534373243,q1,2010
385,32629,All other rubber product (excluding tires) mfg.,67.143738135,3.7747495071,72.22935,9.1741513482,q2,2010
386,32629,All other rubber product (excluding tires) mfg.,65.575448789,4.0161509397,68.30559000000001,7.6500854215,q3,2010
387,32629,All other rubber product (excluding tires) mfg.,66.661978728,4.1006170751,68.88954,7.5256654844,q4,2010
388,32732,"Ready-mix concrete; concrete pipe, brick, and block; and other concrete mfg.",27.239215196,2.5015448777,43.861748,1.275646944,q1,2010
389,32732,"Ready-mix concrete; concrete pipe, brick, and block; and other concrete mfg.",32.498743257,5.4950559139,44.205376,1.4857719906,q2,2010
390,32732,"Ready-mix concrete; concrete pipe, brick, and block; and other concrete mfg.",29.688154112,5.2397382466,44.487034,1.5866089819,q3,2010
391,32732,"Ready-mix concrete; concrete pipe, brick, and block; and other concrete mfg.",26.501400823,4.1446101574,44.075123,1.6147728802,q4,2010
392,32739,"Ready-mix concrete; concrete pipe, brick, and block; and other concrete mfg.",27.239215196,2.5015448777,43.861748,1.275646944,q1,2010
393,32739,"Ready-mix concrete; concrete pipe, brick, and block; and other concrete mfg.",32.498743257,5.4950559139,44.205376,1.4857719906,q2,2010
394,32739,"Ready-mix concrete; concrete pipe, brick, and block; and other concrete mfg.",29.688154112,5.2397382466,44.487034,1.5866089819,q3,2010
395,32739,"Ready-mix concrete; concrete pipe, brick, and block; and other concrete mfg.",26.501400823,4.1446101574,44.075123,1.6147728802,q4,2010
396,3311,Iron and steel mills and ferroalloy mfg.; and steel product mfg from purchased steel,71.526603507,1.6654511756,106.282524,8.5200514154,q1,2010
397,3311,Iron and steel mills and ferroalloy mfg.; and steel product mfg from purchased steel,76.057343458,2.2792358104,113.02271,17.377561335,q2,2010
398,3311,Iron and steel mills and ferroalloy mfg.; and steel product mfg from purchased steel,67.660477848,2.4191111131,107.57661,17.271430915,q3,2010
399,3311,Iron and steel mills and ferroalloy mfg.; and steel product mfg from purchased steel,65.375214508,2.3133354253,102.94915,19.056030714,q4,2010
400,3312,Iron and steel mills and ferroalloy mfg.; and steel product mfg from purchased steel,71.526603507,1.6654511756,106.282524,8.5200514154,q1,2010
401,3312,Iron and steel mills and ferroalloy mfg.; and steel product mfg from purchased steel,76.057343458,2.2792358104,113.02271,17.377561335,q2,2010
402,3312,Iron and steel mills and ferroalloy mfg.; and steel product mfg from purchased steel,67.660477848,2.4191111131,107.57661,17.271430915,q3,2010
403,3312,Iron and steel mills and ferroalloy mfg.; and steel product mfg from purchased steel,65.375214508,2.3133354253,102.94915,19.056030714,q4,2010
404,3321,"Forging and stamping; cutlery, handtool, boiler, tank, shipping container, hardware, and spring and wire mfg.",65.047510559,2.5934507709,55.861366000000004,2.8522553586,q1,2010
405,3321,"Forging and stamping; cutlery, handtool, boiler, tank, shipping container, hardware, and spring and wire mfg.",61.733577484,4.1796288207,64.30773,4.9677554616,q2,2010
406,3321,"Forging and stamping; cutlery, handtool, boiler, tank, shipping container, hardware, and spring and wire mfg.",68.060629702,3.0687490443,67.963554,5.4733906848,q3,2010
407,3321,"Forging and stamping; cutlery, handtool, boiler, tank, shipping container, hardware, and spring and wire mfg.",59.457046434,3.8637735966,61.87846999999999,4.3963208217,q4,2010
